type,entity_name,location_id,project_id,address_primary,city,state,zip_code,latitude,longitude,technology,upload_speed_anticipated,download_speed_anticipated,,
S,CHOUDRANT HIGH SCHOOL,2000003374,CM61-BEAD-LA-336-2014,2555 HIGHWAY 80,CHOUDRANT,LA,71227,32.52908,-92.51902,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 9 - SHONGALOO VOLUNTEER FIRE DEPARTMENT STATION 1,1388307767,CM61-BEAD-LA-336-2014,14745 STATE HIGHWAY 159,SHONGALOO,LA,71072,32.99905014038086,-93.3107605,40,1000,1000,,1
S,BROWN UPPER ELEMENTARY SCHOOL,1388310605,CM61-BEAD-LA-336-2014,804 4TH ST SW,SPRINGHILL,LA,71075,32.99586868286133,-93.46492004,40,1000,1000,,1
S,NORTH WEBSTER JUNIOR HIGH SCHOOL,1413616156,CM61-BEAD-LA-336-2014,6041 HIGHWAY 2,SAREPTA,LA,71071,32.900550842285156,-93.44644928,40,1000,1000,,1
F,SAREPTA POLICE DEPARTMENT,2000002204,CM61-BEAD-LA-336-2014,"24448 UNITED STATES HIGHWAY 371, MUNICIPAL BUILDING",SAREPTA,LA,71071,32.89657,-93.45047,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 8 - COTTON VALLEY FIRE DEPARTMENT STATION 3,2000002294,CM61-BEAD-LA-336-2014,1478 HUMBLE AVE,COTTON VALLEY,LA,71018,32.8171,-93.41318,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 8 - COTTON VALLEY FIRE DEPARTMENT STATION 2,2000002334,CM61-BEAD-LA-336-2014,22390 UNITED STATES HIGHWAY 371,COTTON VALLEY,LA,71018,32.81363,-93.42152,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 5 - SAREPTA FIRE DEPARTMENT STATION 2,2000002428,CM61-BEAD-LA-336-2014,160 FRAZIER RD,SAREPTA,LA,71071,32.92234,-93.45148,40,1000,1000,,1
F,WEBSTER PARISH FIRE PROTECTION DISTRICT 11 SPRINGHILL FIRE DISTRICT STATION 2,2000002488,CM61-BEAD-LA-336-2014,407 BUTLER ST,SPRINGHILL,LA,71075,33.00549,-93.46677,40,1000,1000,,1
F,COTTON VALLEY POLICE DEPARTMENT,2000002505,CM61-BEAD-LA-336-2014,222 RAILRD AVE,COTTON VALLEY,LA,71018,32.81747,-93.41635,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 11 - SPRINGHILL FIRE DEPARTMENT STATION 3,2000002519,CM61-BEAD-LA-336-2014,1225 PERCY BURNS RD,SPRINGHILL,LA,71075,33.00536,-93.42709,40,1000,1000,,1
F,CULLEN FIRE PROTECTION DISTRICT 6 STATION 3,2000002538,CM61-BEAD-LA-336-2014,979 KING ORCHARD RD,SAREPTA,LA,71071,32.96177,-93.40355,40,1000,1000,,1
F,SAREPTA FIRE DISTRICT 5 STATION 1,2000002539,CM61-BEAD-LA-336-2014,227 SEXTON ST,SAREPTA,LA,71071,32.89532,-93.45273,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 11 - SPRINGHILL FIRE DEPARTMENT STATION 1,2000002623,CM61-BEAD-LA-336-2014,110 S MAIN ST,SPRINGHILL,LA,71075,33.00145,-93.46152,40,1000,1000,,1
P,COTTON VALLEY HOUSING AUTHORITY,2000002750,CM61-BEAD-LA-336-2014,457 Crow Rd,Cotton Valley,LA,71018,32.81608,-93.41524,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 6 - CULLEN FIRE PROTECTION DEPARTMENT STATION 1,2000002872,CM61-BEAD-LA-336-2014,405 COYLE AVE,CULLEN,LA,71021,32.96803,-93.45526,40,1000,1000,,1
S,NORTH WEBSTER UPPER ELEMENTARY SCHOOL,2000003052,CM61-BEAD-LA-336-2014,6245 HIGHWAY 150,COTTON VALLEY,LA,71018,32.81931,-93.41767,40,1000,1000,,1
F,DIXIE INN VOLUNTEER FIRE DEPARTMENT,2000003184,CM61-BEAD-LA-336-2014,61 SHELL ST,MINDEN,LA,71055,32.59366,-93.33445,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 6 - CULLEN FIRE PROTECTION DEPARTMENT STATION 2,2000003186,CM61-BEAD-LA-336-2014,2920 WALNUT RD,SAREPTA,LA,71071,32.95002,-93.42802,40,1000,1000,,1
F,CULLEN POLICE DEPARTMENT,2000003281,CM61-BEAD-LA-336-2014,403 COYLE AVE,CULLEN,LA,71021,32.96832,-93.45499,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 8 - COTTON VALLEY FIRE DEPARTMENT STATION 4,2000003298,CM61-BEAD-LA-336-2014,1240 MARATHON RD,COTTON VALLEY,LA,71018,32.78358,-93.37737,40,1000,1000,,1
F,PAFFORD EMERGENCY MEDICAL SERVICES - CULLEN,2000003454,CM61-BEAD-LA-336-2014,541 COYLE AVE,SAREPTA,LA,71071,32.97335,-93.45595,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 8 STATION 2,2000003529,CM61-BEAD-LA-336-2014,22390 US HIGHWAY 371,COTTON VALLEY,LA,71018,32.83885,-93.43298,40,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 7 STORAGE FACILITY,2000003683,CM61-BEAD-LA-336-2014,1756 OLD HIGHWAY 7,COTTON VALLEY,LA,71018,32.79671,-93.4143,40,1000,1000,,1
L,DR JOHN PUGH MEMORIAL LIBRARY WEBSTER PARISH,2000003775,CM61-BEAD-LA-336-2014,MAIN ST,COTTON VALLEY,LA,71018,32.82000,-93.41741,40,1000,1000,,1
S,SOUTHSIDE ELEMENTARY SCHOOL,2000002300,CM61-BEAD-LA-DN-Multiple,1307 GOULD ST,LAKE PROVIDENCE,LA,71254,32.79471,-91.18661,61,20,100,,1
F,LAKE PROVIDENCE FIRE DEPARTMENT,2000002479,CM61-BEAD-LA-DN-Multiple,311 SPARROW ST,LAKE PROVIDENCE,LA,71254,32.80221,-91.17101,61,20,100,,1
S,GENERAL TRASS HIGH SCHOOL,2000002492,CM61-BEAD-LA-DN-Multiple,700 MARTIN LUTHER KING DR,LAKE PROVIDENCE,LA,71254,32.8012,-91.1775,61,20,100,,1
L,E CARROLL PARISH COMMUNICATION,2000002615,CM61-BEAD-LA-DN-Multiple,405 MORGAN ST,LAKE PROVIDENCE,LA,71254,32.8048,-91.17397,61,20,100,,1
F,EAST CARROLL PARISH SHERIFFS DEPARTMENT,2000002725,CM61-BEAD-LA-DN-Multiple,400 1ST ST,LAKE PROVIDENCE,LA,71254,32.80404,-91.1728,61,20,100,,1
L,EAST CARROLL PARISH LIBRARY,2000002756,CM61-BEAD-LA-DN-Multiple,109 SPARROW ST,LAKE PROVIDENCE,LA,71254,32.80429,-91.17014,61,20,100,,1
F,LAKE PROVIDENCE POLICE DEPARTMENT,2000002923,CM61-BEAD-LA-DN-Multiple,200 1ST ST,LAKE PROVIDENCE,LA,71254,32.80335,-91.17039,61,20,100,,1
S,LOUISIANA DELTA COMMUNITY COLLEGE - LAKE PROVIDENCE CAMPUS,2000003402,CM61-BEAD-LA-DN-Multiple,156 HIGHWAY 883-1,LAKE PROVIDENCE,LA,71254,32.80438,-91.16972,61,20,100,,1
S,BRIARFIELD ACADEMY,2000003484,CM61-BEAD-LA-DN-Multiple,301 RIDDLE LN,LAKE PROVIDENCE,LA,71254,32.83099,-91.18772,61,20,100,,1
H,EAST CARROLL PARISH HOSPITAL,2000003541,CM61-BEAD-LA-DN-Multiple,336 N HOOD ST,LAKE PROVIDENCE,LA,71254,32.81113,-91.17245,61,20,100,,1
H,EAST CARROLL PARISH HEALTH UNIT,2000003881,CM61-BEAD-LA-DN-Multiple,407 2ND ST,LAKE PROVIDENCE,LA,71254,32.80284,-91.17307,61,20,100,,1
S,GRIFFIN MIDDLE SCHOOL ACADEMY,2000003885,CM61-BEAD-LA-DN-Multiple,1205 GOULD ST,LAKE PROVIDENCE,LA,71254,32.79593,-91.18652,61,20,100,,1
S,TALLULAH ELEMENTARY SCHOOL,1287214512,CM61-BEAD-LA-DN-Multiple,1100 JOHNSON ST,TALLULAH,LA,71282,32.40069580078125,-91.18273926,61,20,100,,1
L,PARISH OF MADISON,1287217909,CM61-BEAD-LA-DN-Multiple,403 N MULBERRY ST,TALLULAH,LA,71282,32.41015625,-91.18470001,61,20,100,,1
S,LOUISIANA DELTA COMMUNITY COLLEGE - TALLULAH CAMPUS,1287218835,CM61-BEAD-LA-DN-Multiple,132 OLD HIGHWAY 65,TALLULAH,LA,71282,32.39708709716797,-91.20249939,61,20,100,,1
F,BEAR LAKE FIRE PROTECTION DISTRICT,2000003743,CM61-BEAD-LA-DN-Multiple,500 W BEAR LAKE RD,TALLULAH,LA,71282,32.46571,-91.2646,61,20,100,,1
F,TALLULAH POLICE DEPARTMENT,2000002695,CM61-BEAD-LA-DN-Multiple,500 E GREEN ST,TALLULAH,LA,71282,32.40845,-91.1865,61,20,100,,1
S,MADISON MIDDLE SCHOOL,2000003193,CM61-BEAD-LA-DN-Multiple,1234 MADISON HIGH DR,TALLULAH,LA,71282,32.40071,-91.18707,61,20,100,,1
S,CHRISTIAN ACRES ALTERNATIVE SCHOOL,2000003318,CM61-BEAD-LA-DN-Multiple,200 LOOP RD,TALLULAH,LA,71282,32.40848,-91.18678,61,20,100,,1
S,TALLULAH ACADEMY,2000003349,CM61-BEAD-LA-DN-Multiple,700 WOOD ST,TALLULAH,LA,71282,32.40024,-91.17679,61,20,100,,1
S,WRIGHT ELEMENTARY SCHOOL,2000003474,CM61-BEAD-LA-DN-Multiple,809 WYCHE ST,TALLULAH,LA,71282,32.4184,-91.19504,61,20,100,,1
F,DELTA VOLUNTEER FIRE DEPARTMENT,2000002914,CM61-BEAD-LA-DN-Multiple,200 JANICE AVE,DELTA,LA,71233,32.3253,-90.92479,61,20,100,,1
F,MOUND FIRE DISTRICT 1,2000003199,CM61-BEAD-LA-DN-Multiple,STATE HIGHWAY 602,TALLULAH,LA,71282,32.38198,-91.17109,61,20,100,,1
F,DELTA POLICE DEPARTMENT,2000003279,CM61-BEAD-LA-DN-Multiple,200 1ST ST,DELTA,LA,71233,32.32657,-90.92542,61,20,100,,1
F,TALLULAH CITY FIRE DEPARTMENT,2000003668,CM61-BEAD-LA-DN-Multiple,19 MASSEY ST,TALLULAH,LA,71282,32.41033,-91.19521,61,20,100,,1
F,RICHMOND POLICE DEPARTMENT,2000003669,CM61-BEAD-LA-DN-Multiple,598 WOOD ST,RICHMOND,LA,71282,32.40085,-91.17632,61,20,100,,1
H,MADISON PARISH HEALTH UNIT,1413566768,CM61-BEAD-LA-DN-Multiple,606 SNYDER ST,TALLULAH,LA,71282,32.406776428222656,-91.18580627,61,20,100,,1
H,REEVES MEMORIAL MEDICAL CENTER,1053550976,CM61-BEAD-LA-207-2017,409 FIRST ST,BERNICE,LA,71222,32.82384109,-92.65666199,71,20,100,,1
F,D'ARBONNE AMBULANCE SERVICE,1053551312,CM61-BEAD-LA-194-2017,601 CLARK ST,FARMERVILLE,LA,71241,32.77930832,-92.40385437,50,1000,1000,,1
F,ROCKY BRANCH CROSSROADS FIRE DEPARTMENT,1053557295,CM61-BEAD-LA-194-2017,10256 STATE HIGHWAY 143,FARMERVILLE,LA,71241,32.693538665771484,-92.20840454,50,1000,1000,,1
S,MT OLIVE CHRISTIAN SCHOOL,1072746310,CM61-BEAD-LA-207-2017,15349 HIGHWAY 9,ATHENS,LA,71003,32.650657653808594,-93.01978302,71,20,100,,1
F,PAFFORD EMERGENCY MEDICAL SERVICES - HOMER,1072754748,CM61-BEAD-LA-207-2017,606 E COLLEGE,HOMER,LA,71040,32.79271697998047,-93.06221008,71,20,100,,1
S,HAYNESVILLE ELEMENTARY SCHOOL,1072758768,CM61-BEAD-LA-207-2017,9777 HIGHWAY 79,HAYNESVILLE,LA,71038,32.95298385620117,-93.13253784,71,20,100,,1
L,CLAIBORNE PARISH LIBRARY,1072761866,CM61-BEAD-LA-207-2017,1919 MAIN ST,HAYNESVILLE,LA,71038,32.961856842041016,-93.13885498,71,20,100,,1
S,"Louisiana Delta Community College, Farmerville Campus (lease)",1053552953,CM61-BEAD-LA-194-2017,439 CHURCH ST,FARMERVILLE,LA,71241,32.77767878,-92.40728449,50,1000,1000,,1
S,D'ARBONNE WOODS CHARTER SCHOOL,1053570186,CM61-BEAD-LA-194-2017,1002 STERLINGTON HIGHWAY,FARMERVILLE,LA,71241,32.769432067871094,-92.39079285,50,1000,1000,,1
H,UNION GENERAL HOSPITAL,1053552191,CM61-BEAD-LA-194-2017,901 JAMES AVE,FARMERVILLE,LA,71241,32.78764724731445,-92.39237976,50,1000,1000,,1
S,CLAIBORNE ACADEMY,1072751688,CM61-BEAD-LA-194-2017,6741 HIGHWAY 79,HAYNESVILLE,LA,71038,32.86246109008789,-93.07853699,50,1000,1000,,1
F,CLAIBORNE PARISH FIRE PROTECTION DISTRICT 5 - ATHENS STATION,1072751939,CM61-BEAD-LA-207-2017,15327 STATE HIGHWAY 9,ATHENS,LA,71003,32.65172195,-93.02090454,71,20,100,,1
H,CLAIBORNE PARISH HEALTH UNIT,1072752338,CM61-BEAD-LA-207-2017,624 W MAIN ST,HOMER,LA,71040,32.79292678833008,-93.05489349,71,20,100,,1
S,HARRISONBURG HIGH SCHOOL,1136630933,CM61-BEAD-LA-194-2017,505 BUSHLEY ST,HARRISONBURG,LA,71340,31.761560440063477,-91.84331512,50,1000,1000,,1
L,CATAHOULA POST,1136630963,CM61-BEAD-LA-194-2017,104 LILLY ST,JONESVILLE,LA,71343,31.627470016479492,-91.83242035,50,1000,1000,,1
F,CATAHOULA PARISH SHERIFFS DEPARTMENT / CATAHOULA PARISH JAIL,1136631461,CM61-BEAD-LA-194-2017,301 BUSHLEY ST,HARRISONBURG,LA,71340,31.771656036376953,-91.82142639,50,1000,1000,,1
F,HARRISONBURG POLICE DEPARTMENT,1136628700,CM61-BEAD-LA-194-2017,108 SICILY ST,HARRISONBURG,LA,71340,31.77202606201172,-91.81972504,50,1000,1000,,1
F,SANDY LAKE VOLUNTEER FIRE DEPARTMENT,1136628857,CM61-BEAD-LA-194-2017,2335 STATE HIGHWAY 923,JONESVILLE,LA,71343,31.575197219848633,-91.97577667,50,1000,1000,,1
S,DELHI HIGH SCHOOL,1287255248,CM61-BEAD-LA-207-2017,413 MAIN ST,DELHI,LA,71232,32.46344757080078,-91.49172974,71,20,100,,1
F,NORTHEAST LOUISIANA AMBULANCE SERVICE 5,1136628640,CM61-BEAD-LA-194-2017,504 N BUSHLEY ST,HARRISONBURG,LA,71340,31.770566940307617,-91.82374573,50,1000,1000,,1
F,RAYVILLE POLICE DEPARTMENT,1287262962,CM61-BEAD-LA-207-2017,900 HARRISON ST,RAYVILLE,LA,71269,32.47789764404297,-91.7589035,71,20,100,,1
L,CARE CONNECTIONS,1287264400,CM61-BEAD-LA-207-2017,815 LOUISA ST,RAYVILLE,LA,71269,32.47532653808594,-91.75754547,71,20,100,,1
F,MANIFEST VOLUNTEER FIRE DEPARTMENT,1136627425,CM61-BEAD-LA-194-2017,11425 STATE HIGHWAY 8,JONESVILLE,LA,71343,31.709678649902344,-91.95979309,50,1000,1000,,1
F,CATAHOULA FIRE PROTECTION DISTRICT 6,1136628766,CM61-BEAD-LA-194-2017,151 LELAND LOOP,SICILY ISLAND,LA,71368,31.825977325439453,-91.71473694,50,1000,1000,,1
F,FOREST POLICE DEPT,1138360290,CM61-BEAD-LA-194-2017,3585 HIGHWAY 582,OAK GROVE,LA,71263,32.78280258178711,-91.40039063,50,1000,1000,,1
S,DELHI CHARTER SCHOOL,1287258145,CM61-BEAD-LA-207-2017,6940 HIGHWAY 17,DELHI,LA,71232,32.426841735839844,-91.49785614,71,20,100,,1
S,MANGHAM ELEMENTARY SCHOOL,1287259907,CM61-BEAD-LA-207-2017,419 HIXON ST,MANGHAM,LA,71259,32.31239700317383,-91.7862854,71,20,100,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 - ARIZONA STATION,1072746138,CM61-BEAD-LA-194-2017,165 ARIZONA RD,HOMER,LA,71040,32.804107666015625,-92.96511841,50,1000,1000,,1
L,CLAIBORNE PARISH LIBRARY,1072753111,CM61-BEAD-LA-207-2017,909 EDGEWOOD DR,HOMER,LA,71040,32.796058654785156,-93.06465912,71,20,100,,1
F,RICHLAND PARISH SHERIFF,1287256272,CM61-BEAD-LA-207-2017,"708 JULIA ST, SUITE 113",RAYVILLE,LA,71269,32.461570739746094,-91.49287415,71,20,100,,1
F,DELHI POLICE DEPARTMENT,1287256814,CM61-BEAD-LA-207-2017,304 TENNESSEE ST,DELHI,LA,71232,32.45545578,-91.49204254,71,20,100,,1
F,DELHI FIRE DEPARTMENT,1287256822,CM61-BEAD-LA-207-2017,209 BRDWAY ST,DELHI,LA,71232,32.45521164,-91.49253845,71,20,100,,1
F,NORTH EAST LOUISIANA AMBULANCE SERVICE 3,1287256831,CM61-BEAD-LA-207-2017,302 CINCINNATI ST,DELHI,LA,71232,32.45396805,-91.49430847,71,20,100,,1
L,CATAHOULA PARISH LIBRARY,1136629861,CM61-BEAD-LA-194-2017,300 BUSHLEY ST,HARRISONBURG,LA,71340,31.772258758544922,-91.82187653,50,1000,1000,,1
F,JONESVILLE POLICE DEPARTMENT,1136629892,CM61-BEAD-LA-194-2017,304 MOUND ST,JONESVILLE,LA,71343,31.625930786132812,-91.81459045,50,1000,1000,,1
S,"Louisiana Delta Community College, Winnsboro Campus",1287223662,CM61-BEAD-LA-207-2017,2889 HIGHWAY 15,WINNSBORO,LA,71295,32.19712773,-91.72786745,71,20,100,,1
H,FRANKLIN MEDICAL CENTER,1287223931,CM61-BEAD-LA-207-2017,2106 LOOP RD,WINNSBORO,LA,71295,32.158782958984375,-91.7068634,71,20,100,,1
S,LOUISIANA DELTA COMMUNITY COLLEGE - WINNSBORO CAMPUS,1287228675,CM61-BEAD-LA-207-2017,1710 WARREN ST,WINNSBORO,LA,71295,32.16112137,-91.72151947,71,20,100,,1
F,NORTHEAST LOUISIANA AMBULANCE SERVICE,1287231123,CM61-BEAD-LA-207-2017,233 TAYLOR AVE,WINNSBORO,LA,71295,32.168121337890625,-91.72851563,71,20,100,,1
L,JAMES BRANCH,1136629348,CM61-BEAD-LA-194-2017,920 WOODLAWN DR,JONESVILLE,LA,71343,31.61984634399414,-91.84252167,50,1000,1000,,1
L,Central LA Technical Community College Catahoula Parish Library,1136629579,CM61-BEAD-LA-194-2017,205 Pond Street,Jonesville,LA,71343,31.627723,-91.81402,50,1000,1000,,1
H,RICHLAND PARISH HOSPITAL - DELHI,1413583061,CM61-BEAD-LA-207-2017,407 CINCINNATI ST,DELHI,LA,71232,32.45400619506836,-91.49454498,71,20,100,,1
F,RAYVILLE VOLUNTEER FIRE DEPARTMENT,1413583164,CM61-BEAD-LA-207-2017,902 HARRISON ST,RAYVILLE,LA,71269,32.477901458740234,-91.75908661,71,20,100,,1
S,RAYVILLE JUNIOR HIGH SCHOOL,2000002986,CM61-BEAD-LA-207-2017,225 HIGHWAY 3048,RAYVILLE,LA,71269,32.46577,-91.74776,71,20,100,,1
F,HOMER VOLUNTEER FIRE DEPARTMENT,2000002201,CM61-BEAD-LA-207-2017,411 W MAIN ST,HOMER,LA,71040,32.79023,-93.05603,71,20,100,,1
S,HOMER JUNIOR HIGH SCHOOL,2000002205,CM61-BEAD-LA-207-2017,612 PELICAN DR,HOMER,LA,71040,32.79353,-93.06648,71,20,100,,1
F,CLAIBORNE PARISH FIRE DISTRICT 5 - HARRIS STATION,2000002244,CM61-BEAD-LA-194-2017,1381 FINCHER CREEK RD,MINDEN,LA,71055,32.69143,-93.12151,50,1000,1000,,1
F,JUNCTION CITY POLICE DEPARTMENT,2000002320,CM61-BEAD-LA-207-2017,106 W STATELINE RD,JUNCTION CITY,LA,71749,33.01425,-92.72552,71,20,100,,1
F,CLAIBORNE PARISH SHERIFFS DEPARTMENT / CLAIBORNE PARISH JAIL - WOMEN,2000002322,CM61-BEAD-LA-207-2017,613 E MAIN ST,HOMER,LA,71040,32.79291,-93.05475,71,20,100,,1
F,PAFFORD EMERGENCY MEDICAL SERVICES - HAYNESVILLE,2000002425,CM61-BEAD-LA-207-2017,10079 UNITED STATES HIGHWAY 79,HAYNESVILLE,LA,71038,32.96327,-93.14001,71,20,100,,1
S,HAYNESVILLE JR./SR. HIGH SCHOOL,2000002429,CM61-BEAD-LA-207-2017,9930 HIGHWAY 79,HAYNESVILLE,LA,71038,32.95958,-93.13772,71,20,100,,1
P,HOMER HOUSING AUTHORITY,2000002444,CM61-BEAD-LA-207-2017,302 Washington St,Homer,LA,71040,32.78844,-93.06144,71,20,100,,1
S,HOMER HIGH SCHOOL,2000002450,CM61-BEAD-LA-207-2017,1008 N MAIN,HOMER,LA,71040,32.79285,-93.06776,71,20,100,,1
F,HOMER POLICE DEPARTMENT,2000002570,CM61-BEAD-LA-207-2017,420 E MAIN ST,HOMER,LA,71040,32.79074,-93.05437,71,20,100,,1
S,HOMER ELEMENTARY SCHOOL,2000002585,CM61-BEAD-LA-207-2017,624 PELICAN DR,HOMER,LA,71040,32.79458,-93.0663,71,20,100,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 - LISBON STATION,2000002686,CM61-BEAD-LA-207-2017,115 HEBRON RD,LISBON,LA,71048,32.79665,-92.86535,71,20,100,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 - SHARON STATION,2000002761,CM61-BEAD-LA-194-2017,17545 STATE HIGHWAY 2,HOMER,LA,71040,32.80084,-92.76186,50,1000,1000,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 - WILSON STATION,2000002806,CM61-BEAD-LA-194-2017,842 JOHN KELLY RD,LILLIE,LA,71256,32.98837,-92.74033,50,1000,1000,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 - NEW HOME STATION,2000003044,CM61-BEAD-LA-194-2017,109 HOOF RD,LILLIE,LA,71256,32.98988,-92.7934,50,1000,1000,,1
F,CLAIBORNE PARISH FIRE DISTRICT 5 - SAINT JOHN STATION,2000003060,CM61-BEAD-LA-194-2017,1896 SAINT JOHN RD,HOMER,LA,71040,32.71528,-93.00079,50,1000,1000,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 - BAILEYTOWN STATION,2000003095,CM61-BEAD-LA-194-2017,1110 CYPRESS BOTTOM RD,HAYNESVILLE,LA,71038,32.97196,-92.91672,50,1000,1000,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 - ANTIOCH STATION,2000003223,CM61-BEAD-LA-194-2017,6964 STATE HIGHWAY 9,HOMER,LA,71040,32.84983,-92.9785,50,1000,1000,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 SUMMERFIELD STATION,2000003285,CM61-BEAD-LA-194-2017,4296 STATE HIGHWAY 9,SUMMERFIELD,LA,71079,32.91847,-92.80819,50,1000,1000,,1
S,DAVID WADE CORRECTIONAL CENTER,2000003489,CM61-BEAD-LA-194-2017,670 BELL HILL RD,HOMER,LA,71040,32.90189,-93.02018,50,1000,1000,,1
F,HAYNESVILLE VOLUNTEER FIRE DEPARTMENT,2000003781,CM61-BEAD-LA-207-2017,1846 SHERMAN ST,HAYNESVILLE,LA,71038,32.96237,-93.14001,71,20,100,,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 - HEBRON STATION,2000003787,CM61-BEAD-LA-194-2017,3295 HEBRON RD,BERNICE,LA,71222,32.8764,-92.79677,50,1000,1000,,1
F,WISNER VOLUNTEER FIRE DEPARTMENT,1413555563,CM61-BEAD-LA-207-2017,288 HOPE ST,WISNER,LA,71378,31.980947494506836,-91.6567688,71,20,100,,1
S,FAMILY COMMUNITY CHRISTIAN SCHOOL,1413555567,CM61-BEAD-LA-207-2017,2023 HIGHWAY 15,WINNSBORO,LA,71295,32.22998809814453,-91.73403168,71,20,100,,1
S,RAYVILLE ELEMENTARY SCHOOL,2000002216,CM61-BEAD-LA-207-2017,124 LEARNING PLACE ST,RAYVILLE,LA,71269,32.46655,-91.76093,71,20,100,,1
S,START ELEMENTARY SCHOOL,2000002336,CM61-BEAD-LA-207-2017,883 CHARLESTON ST,START,LA,71279,32.48746,-91.85762,71,20,100,,1
F,WARD ONE FIRE DEPARTMENT COOK STATION,2000002490,CM61-BEAD-LA-194-2017,293 COOK RD,DELHI,LA,71232,32.43475,-91.51573,50,1000,1000,,1
S,RICHLAND CAREER CENTER AT ARCHIBALD,2000002721,CM61-BEAD-LA-207-2017,3768 HIGHWAY 15,ARCHIBALD,LA,71218,32.34931,-91.77765,71,20,100,,1
S,HOLLY RIDGE ELEMENTARY SCHOOL,2000002722,CM61-BEAD-LA-194-2017,2306 HIGHWAY 183,RAYVILLE,LA,71269,32.47017,-91.62738,50,1000,1000,,1
F,ARCHIBALD - ALTO FIRE STATION,2000002734,CM61-BEAD-LA-194-2017,1132 STATE HIGHWAY 856,ARCHIBALD,LA,71269,32.34892,-91.74748,50,1000,1000,,1
S,DELHI ELEMENTARY SCHOOL,2000002803,CM61-BEAD-LA-207-2017,509 MAIN ST,DELHI,LA,71232,32.4622,-91.4918,71,20,100,,1
F,MANGHAM VOLUNTEER FIRE DEPARTMENT,2000002817,CM61-BEAD-LA-207-2017,511 HORACE ST,MANGHAM,LA,71259,32.30829,-91.77639,71,20,100,,1
F,HOLLY RIDGE FIRE DISTRICT STATION 2,2000002853,CM61-BEAD-LA-194-2017,JAGGERS LANE AND SMALLING RD,RAYVILLE,LA,71269,32.52241,-91.64465,50,1000,1000,,1
H,RICHARDSON MEDICAL CENTER,2000002890,CM61-BEAD-LA-194-2017,254 HIGHWAY 3048,RAYVILLE,LA,71269,32.46336,-91.74904,50,1000,1000,,1
F,MED LIFE EMERGENCY MEDICAL SERVICES INCORPORATED,2000002954,CM61-BEAD-LA-207-2017,1008 S JULIA ST,RAYVILLE,LA,71269,32.47282,-91.75941,71,20,100,,1
S,MANGHAM HIGH SCHOOL,2000003455,CM61-BEAD-LA-207-2017,810 MAIN ST,MANGHAM,LA,71259,32.31031,-91.78651,71,20,100,,1
F,MANGHAM POLICE DEPARTMENT,2000003488,CM61-BEAD-LA-207-2017,306 MAIN ST,MANGHAM,LA,71259,32.30897,-91.77596,71,20,100,,1
L,PARISH OF RICHLAND,2000003572,CM61-BEAD-LA-207-2017,520 MAIN ST,DELHI,LA,71232,32.46162,-91.49284,71,20,100,,1
S,RAYVILLE HIGH SCHOOL,2000003657,CM61-BEAD-LA-207-2017,193 HIGHWAY 3048,RAYVILLE,LA,71269,32.4679,-91.74776,71,20,100,,1
F,HOLLY RIDGE FIRE DISTRICT STATION 2,2000003659,CM61-BEAD-LA-194-2017,SMALLING RD,RAYVILLE,LA,71269,32.52222,-91.6619,50,1000,1000,,1
F,ARCHIBALD - ALTO FIRE STATION,2000003724,CM61-BEAD-LA-194-2017,BESS LAKE RD,RAYVILLE,LA,71269,32.3632,-91.71701,50,1000,1000,,1
F,HOLLY RIDGE FIRE DISTRICT STATION 3,2000003867,CM61-BEAD-LA-194-2017,MENGEL RD AND MCMANUS RD,RAYVILLE,LA,71269,32.43475,-91.66216,50,1000,1000,,1
S,DELHI MIDDLE SCHOOL,2000003234,CM61-BEAD-LA-207-2017,106 TOOMBS ST,DELHI,LA,71232,32.4623,-91.48386,71,20,100,,1
F,START - GIRARD FIRE PROTECTION DISTRICT,2000003339,CM61-BEAD-LA-207-2017,26 OWL LOOP RD,START,LA,71279,32.48761,-91.85421,71,20,100,,1
S,MANGHAM JUNIOR HIGH SCHOOL,2000003378,CM61-BEAD-LA-207-2017,113 MCCONNELL ST,MANGHAM,LA,71259,32.31103,-91.78673,71,20,100,,1
