type,entity_name,location_id,entity_number,cms_number,frn,project_id,address_primary,city,state,zip_code,latitude,longitude,classification,technology,upload_speed_anticipated,download_speed_anticipated,low_latency
F,OLLA POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2260,1921 LOUISIANA ST,OLLA,LA,71465,31.9019,-92.24021,0,50,1000,1000,1
F,WEBSTER PARISH FIRE DISTRICT 11 - SPRINGHILL FIRE DEPARTMENT STATION 1,,,,,CM61-BEAD-LA-4047,110 S MAIN ST,SPRINGHILL,LA,71075,33.00145,-93.46152,0,50,1000,1000,1
L,EUGENE P WATSON MEMORIAL LIBRARY,,,,,CM61-BEAD-LA-2260,913 UNIVERSITY PKWY,NATCHITOCHES,LA,71457,31.75316,-93.09751,0,50,1000,1000,1
H,SAINT HELENA PARISH HEALTH UNIT,,,,,CM61-BEAD-LA-2261,53 N SECOND ST,GREENSBURG,LA,70441,30.83045,-90.66526,0,50,1000,1000,1
F,BOSSIER CITY FIRE DEPARTMENT STATION 9,,,,,CM61-BEAD-LA-2260,2621 BROWNLEE RD,BOSSIER CITY,LA,71111,32.576,-93.71545,0,50,1000,1000,1
F,SOUTH BOSSIER VOLUNTEER FIRE DEPARTMENT STATION 3,,,,,CM61-BEAD-LA-2260,1094 CC SANDAGE RD,ELM GROVE,LA,71051,32.39953,-93.43605,0,50,1000,1000,1
F,BURR FERRY VOLUNTEER FIRE DEPARTMENT STATION 5,,,,,CM61-BEAD-LA-2260,12466 STATE HIGHWAY 8,LEESVILLE,LA,71446,31.16236,-93.17181,0,50,1000,1000,1
F,CHURCH POINT VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,111 S DAVID ST,CHURCH POINT,LA,70525,30.40396,-92.21805,0,50,1000,1000,1
S,XAVIER UNIVERSITY OF LOUISIANA,,,,,CM61-BEAD-LA-3975,1 DREXEL DR,NEW ORLEANS,LA,70125,29.964,-90.10737,0,40,1000,1000,1
S,PEARL WATSON ELEMENTARY SCHOOL,,,,11608023,CM61-BEAD-LA-2260,1300 5TH ST,LAKE CHARLES,LA,70601,30.22084,-93.20204,0,50,1000,1000,1
S,LAWTELL ELEMENTARY SCHOOL,,,,11972916,CM61-BEAD-LA-2260,1010 SCHOOL RD,LAWTELL,LA,70550,30.51367,-92.20303,0,50,1000,1000,1
H,TULANE MEDICAL CENTER,,,,,CM61-BEAD-LA-3975,"1415 TULANE AVE, HC-25",NEW ORLEANS,LA,70112,29.95546,-90.07602,0,40,1000,1000,1
S,DENHAM SPRINGS ELEMENTARY SCHOOL,,,,,CM61-BEAD-LA-2260,306 N RANGE AVE,DENHAM SPRINGS,LA,70726,30.48853,-90.95549,0,50,1000,1000,1
S,GRETNA MIDDLE SCHOOL,,,,,CM61-BEAD-LA-2247,910 GRETNA BOULEVARD,GRETNA,LA,70053,29.8948,-90.05048,0,50,1000,1000,1
L,JOHN P ISCHE LIBRARY,,,,,CM61-BEAD-LA-3975,433 BOLIVAR ST,NEW ORLEANS,LA,70112,29.95737,-90.08279,0,40,1000,1000,1
F,PLAUCHEVILLE POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2260,"146 GIN ST, CITY HALL",PLAUCHEVILLE,LA,71362,30.96538,-91.98109,0,50,1000,1000,1
F,WILSON POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2260,2528 SYCAMORE ST,WILSON,LA,70789,30.91952,-91.11904,0,50,1000,1000,1
F,PRIDE VOLUNTEER FIRE DEPARTMENT STATION 11,,,,,CM61-BEAD-LA-2260,16929 LIBERTY RD,GREENWELL SPRINGS,LA,70739,30.60358,-90.99652,0,50,1000,1000,1
F,SULPHUR FIRE DEPARTMENT STATION 2,,,,,CM61-BEAD-LA-2260,201 DARBONNE ST,SULPHUR,LA,70663,30.22545,-93.37782,0,50,1000,1000,1
S,UNION PARISH JUNIOR HIGH SCHOOL,,,,,CM61-BEAD-LA-2331,606 BERNICE ST,FARMERVILLE,LA,71241,32.77998,-92.40893,0,50,1000,1000,1
L,CITY OF NEW ORLEANS,,,,,CM61-BEAD-LA-3975,2020 JACKSON AVE,NEW ORLEANS,LA,70113,29.93853,-90.08458,0,40,1000,1000,1
S,BOUTTE CHRISTIAN ACADEMY,,,,,CM61-BEAD-LA-2247,13271 HIGHWAY 90,BOUTTE,LA,70039,29.90318,-90.38128,0,50,1000,1000,1
S,HOMER HIGH SCHOOL,,,,,CM61-BEAD-LA-2331,1008 N MAIN,HOMER,LA,71040,32.79285,-93.06776,0,50,1000,1000,1
H,"NORTH OAKS REHABILITATION HOSPITAL, LLC",1313914640,,,,CM61-BEAD-LA-2247,1900 S MORRISON BOULEVARD,HAMMOND,LA,70403,30.48404312133789,-90.48454284667969,0,50,1000,1000,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - JENNINGS STATION,,,,,CM61-BEAD-LA-2260,603 AIRPORT RD,JENNINGS,LA,70546,30.23741,-92.66363,0,50,1000,1000,1
F,JEFFERSON DAVIS FIRE PROTECTION DISTRICT 4,,,,,CM61-BEAD-LA-2260,5335 STATE HIGHWAY 14,LAKE ARTHUR,LA,70549,30.08545,-92.69672,0,50,1000,1000,1
F,MOREAUVILLE VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,328 MAIN ST,MOREAUVILLE,LA,71355,31.03431,-91.97203,0,50,1000,1000,1
S,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT XAVIER UNIVERSITY OF LOUISIANA,,,,,CM61-BEAD-LA-3975,1 DREXEL DR,NEW ORLEANS,LA,70125,29.964,-90.10737,0,40,1000,1000,1
F,LITTLE CAILLOU VOLUNTEER FIRE DEPARTMENT STATION 3 - LOWER,,,,,CM61-BEAD-LA-2260,6868 STATE HIGHWAY 56,CHAUVIN,LA,70344,29.33516,-90.64156,0,50,1000,1000,1
F,PIONEER POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2305,609 CHERRY ST,PIONEER,LA,71266,32.73741,-91.44028,0,50,1000,1000,1
L,JEFFERSON DAVIS PARISH LIBRARY,,,,,CM61-BEAD-LA-2260,600 FOURTH ST,LAKE ARTHUR,LA,70549,30.081,-92.6776,0,50,1000,1000,1
F,SCOTT VOLUNTEER FIRE DEPARTMENT STATION 1,,,,,CM61-BEAD-LA-2260,1202 LIONS CLUB RD,SCOTT,LA,70583,30.23717,-92.09887,0,50,1000,1000,1
F,HOLLY RIDGE FIRE DISTRICT STATION 2,,,,,CM61-BEAD-LA-2331,SMALLING RD,RAYVILLE,LA,71269,32.52222,-91.6619,0,50,1000,1000,1
F,DE SOTO FIRE DISTRICT 1,,,,,CM61-BEAD-LA-2260,300 MARSHALL RD,LOGANSPORT,LA,71049,31.97573,-94.00319,0,50,1000,1000,1
S,BRUSLY UPPER ELEMENTARY SCHOOL,,,,,CM61-BEAD-LA-2247,601 N KIRKLAND,BRUSLY,LA,70719,30.39046,-91.23306,0,50,1000,1000,1
F,HARAHAN FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2247,1115 HICKORY AVE,HARAHAN,LA,70123,29.95379,-90.20161,0,50,1000,1000,1
F,SAINT TAMMANY PARISH FIRE DISTRICT 1 STATION 2,,,,,CM61-BEAD-LA-3894,1570 W HALL AVE,SLIDELL,LA,70460,30.28498,-89.79807,0,71,1000,1000,1
F,SAINT TAMMANY PARISH FIRE DISTRICT 4 STATION 44,,,,,CM61-BEAD-LA-2260,24301 US HIGHWAY 190,MANDEVILLE,LA,70448,30.34247,-90.01492,0,50,1000,1000,1
S,ADVANTAGE CHARTER ACADEMY,,,,,CM61-BEAD-LA-2260,14740 PLANK RD,BAKER,LA,70714,30.58186,-91.12832,0,50,1000,1000,1
S,MEAUX ELEMENTARY SCHOOL,,,,11793924,CM61-BEAD-LA-2264,12419 LA HIGHWAY 696,ABBEVILLE,LA,70510,30.02091,-92.18376,0,50,1000,1000,1
L,WEBSTER PARISH LIBRARY,,,,,CM61-BEAD-LA-2247,127 SE 4TH AVE,SIBLEY,LA,71073,32.53418,-93.29536,0,50,1000,1000,1
F,BEAUREGARD VOLUNTEER FIRE PROTECTION DISTRICT 3 KIPLING STATION,,,,,CM61-BEAD-LA-2260,4444 STATE HIGHWAY 26,DERIDDER,LA,70634,30.80446,-93.11098,0,50,1000,1000,1
F,CHENEYVILLE POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2260,201 DERBOUNE ST,CHENEYVILLE,LA,71325,31.01451,-92.29047,0,50,1000,1000,1
H,SLIDELL VETERANS AFFAIRS OUTPATIENT CLINIC,,,,,CM61-BEAD-LA-3894,340 GATEWAY DR,SLIDELL,LA,70461,30.28767,-89.74114,0,71,1000,1000,1
H,WEST CARROLL PARISH HEALTH UNIT,,,,,CM61-BEAD-LA-2305,402 BEALE ST,OAK GROVE,LA,71263,32.85919,-91.38608,0,50,1000,1000,1
L,WEST BATON ROUGE PARISH LIBRARY,,,,,CM61-BEAD-LA-2247,830 N ALEXANDER AVE,PORT ALLEN,LA,70767,30.45997,-91.21065,0,50,1000,1000,1
F,NEW ORLEANS POLICE DEPARTMENT 6TH DISTRICT,,,,,CM61-BEAD-LA-3975,1930 MARTIN LUTHER KING JUNIOR BOULEVARD,NEW ORLEANS,LA,70113,29.94141,-90.08006,0,40,1000,1000,1
S,FIRST BAPTIST CHRISTIAN ACADEMY,,,,,CM61-BEAD-LA-2260,282 OLD HIGHWAY 171,LAKE CHARLES,LA,70611,30.30338,-93.19076,0,50,1000,1000,1
F,EVANGELINE PARISH WARD 5 FIRE PROTECTION DISTRICT,,,,,CM61-BEAD-LA-2260,1084 CEDAR LANE,TURKEY CREEK,LA,70585,30.87452,-92.41512,0,50,1000,1000,1
F,PINE GROVE VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2261,STATE HIGHWAYS 449 AND 16,PINE GROVE,LA,70453,30.70991,-90.75399,0,50,1000,1000,1
F,PLAQUEMINES PARISH FIRE DISTRICT 7 WOODLAWN FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2247,7139 STATE HIGHWAY 39,BRAITHWAITE,LA,70040,29.69161,-89.96606,0,50,1000,1000,1
L,PARISH OF BEAUREGARD,,,,,CM61-BEAD-LA-2260,205 S WASHINGTON ST,DERIDDER,LA,70634,30.84532,-93.28636,0,50,1000,1000,1
F,OIL CITY POLICE DEPARTMENT,,,,,CM61-BEAD-LA-3895,202 ALLEN ST,OIL CITY,LA,71061,32.74654,-93.97394,0,71,1000,1000,1
S,FAITH AVADEMY OF CHRISTIAN EDUCATION,,,,,CM61-BEAD-LA-2250,13028 US HIGHWAY 190,PORT ALLEN,LA,70767,30.53556,-91.4129,0,50,1000,1000,1
S,CRESCENT ELEMENTARY/JUNIOR HIGH SCHOOL,,,,11933678,CM61-BEAD-LA-2260,62575 BAYOU RD,PLAQUEMINE,LA,70764,30.2494,-91.29296,0,50,1000,1000,1
F,ANGIE POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2260,64475 CHERRY ST,ANGIE,LA,70426,30.96587,-89.81236,0,50,1000,1000,1
F,SLAUGHTER POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2260,3667 W RAILRD AVE,SLAUGHTER,LA,70777,30.71753,-91.14368,0,50,1000,1000,1
F,CADDO PARISH FIRE DISTRICT 8,,,,,CM61-BEAD-LA-3895,1007 S SPRUCE ST,VIVIAN,LA,71082,32.86346,-93.99008,0,71,1000,1000,1
S,PINE WOOD ELEMENTARY SCHOOL,,,,,CM61-BEAD-LA-2260,800 MEL BRANCH MEMORIAL DR,DERIDDER,LA,70634,30.85578,-93.29217,0,50,1000,1000,1
F,NEW ORLEANS FIRE DEPARTMENT SQUAD RESCUE 2 CAR 502,,,,,CM61-BEAD-LA-3975,801 GIROD ST,NEW ORLEANS,LA,70113,29.9478,-90.07275,0,40,1000,1000,1
L,JACKSON PARISH LIBRARY,,,,,CM61-BEAD-LA-2260,614 S POLK AVE,JONESBORO,LA,71251,32.23943,-92.71476,0,50,1000,1000,1
F,ALLEN PARISH WARD 3 FIRE DISTRICT 2 - REEVES STATION,,,,,CM61-BEAD-LA-2260,FORD ST,REEVES,LA,70658,30.52185,-93.04588,0,50,1000,1000,1
L,LSUA AT ALEXANDRIA LIBRARY,,,,,CM61-BEAD-LA-2260,8100 HIGHWAY 71 S,ALEXANDRIA,LA,71302,31.1792,-92.418,0,50,1000,1000,1
L,RAPIDES PARISH LIBRARY,,,,,CM61-BEAD-LA-2260,801 W SHAMROCK AVE,PINEVILLE,LA,71360,31.32539,-92.43784,0,50,1000,1000,1
F,WARD 5 FIRE PROTECTION DISTRICT,,,,,CM61-BEAD-LA-2260,1084 CEDAR LANE,VILLE PLATTE,LA,70586,30.87556,-92.41463,0,50,1000,1000,1
S,HORNBECK HIGH SCHOOL,,,,,CM61-BEAD-LA-2260,2363 STILLWELL AVE,HORNBECK,LA,71439,31.32577,-93.39475,0,50,1000,1000,1
L,ALLEN PARISH LIBRARY,,,,,CM61-BEAD-LA-2260,833 4TH AVE,KINDER,LA,70648,30.48749,-92.8522,0,50,1000,1000,1
L,BRANCH LOGANSPORT LIBRARY,,,,,CM61-BEAD-LA-2260,808 MAIN ST,LOGANSPORT,LA,71049,31.97576,-93.99825,0,50,1000,1000,1
F,DEVILLE VOLUNTEER FIRE DEPARTMENT STATION 1,,,,,CM61-BEAD-LA-2260,660 STATE HIGHWAY 1207,DEVILLE,LA,71328,31.36668,-92.19243,0,50,1000,1000,1
F,HERBERT WALLACE MEMORIAL VOLUNTEER FIRE COMPANY,,,,,CM61-BEAD-LA-2247,4040 US HIGHWAY 90 W,AVONDALE,LA,70094,29.91187,-90.2243,0,50,1000,1000,1
F,ADDIS POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2247,7818 STATE HIGHWAY 1 S,ADDIS,LA,70710,30.35561,-91.25994,0,50,1000,1000,1
F,NORTHEAST BOSSIER FIRE DISTRICT 5 STATION 3,,,,,CM61-BEAD-LA-2221,3541 STATE HIGHWAY 2,PLAIN DEALING,LA,71064,32.90625,-93.56494,0,50,1000,1000,1
H,Ochsner Health Center - Baptist McFarland Medical Plaza,,,19-0036,,CM61-BEAD-LA-3975,"4429 Clara Street ,Suite 400",New Orleans,LA,70115,29.93836,-90.1041,0,40,1000,1000,1
F,LORANGER VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2247,20032 FIREHOUSE RD,LORANGER,LA,70446,30.63778,-90.39793,0,50,1000,1000,1
F,CATAHOULA LAKE FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2221,4340 CATAHOULA HIGHWAY,SAINT MARTINVILLE,LA,70582,30.21016,-91.71759,0,50,1000,1000,1
F,PECAN GROVE VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,701 US HIGHWAY 61,ZACHARY,LA,70791,30.07435,-90.69953,0,50,1000,1000,1
H,OCHSNER UNIVERSITY HOSPITAL AND CLINICS,,,,,CM61-BEAD-LA-2260,2390 W CONGRESS ST,LAFAYETTE,LA,70506,30.2171,-92.04643,0,50,1000,1000,1
H,ASSUMPTION PARISH HEALTH UNIT,,,,,CM61-BEAD-LA-2260,158 STATE HIGHWAY 1008,NAPOLEONVILLE,LA,70390,29.94051,-91.02865,0,50,1000,1000,1
S,CROWLEY MIDDLE SCHOOL,,,,,CM61-BEAD-LA-2260,401 W NERN AVE,CROWLEY,LA,70526,30.21409,-92.37457,0,50,1000,1000,1
S,POLLOCK ELEMENTARY SCHOOL,,,,14788152,CM61-BEAD-LA-2260,4001 HIGHWAY 8,POLLOCK,LA,71467,31.5175,-92.4572,0,50,1000,1000,1
S,DR. MARTIN LUTHER KING CHARTER SCHOOL FOR SCI TECH,,,,,CM61-BEAD-LA-3975,1617 CAFFIN AVE,NEW ORLEANS,LA,70117,29.96671,-90.01355,0,40,1000,1000,1
F,PINE PRAIRIE VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,1014 EDWIN ELLIOTT DR,VILLE PLATTE,LA,70586,30.77805,-92.42276,0,50,1000,1000,1
S,STANLEY HIGH SCHOOL,,,,,CM61-BEAD-LA-2260,14323 HIGHWAY 84,LOGANSPORT,LA,71049,31.95937,-93.91896,0,50,1000,1000,1
F,CLAIBORNE PARISH FIRE DISTRICT 6 SUMMERFIELD STATION,,,,,CM61-BEAD-LA-2331,4296 STATE HIGHWAY 9,SUMMERFIELD,LA,71079,32.91847,-92.80819,0,50,1000,1000,1
F,NEW ORLEANS FIRE DEPARTMENT ENGINE 3,,,,,CM61-BEAD-LA-3975,1400 S BRD ST,NEW ORLEANS,LA,70125,29.95239,-90.0977,0,40,1000,1000,1
S,MARIGNY ELEMENTARY SCHOOL,,,,,CM61-BEAD-LA-2260,1715 VIOLA ST,MANDEVILLE,LA,70448,30.38419,-90.0436,0,50,1000,1000,1
L,PARISH OF RICHLAND,,,,,CM61-BEAD-LA-2331,520 MAIN ST,DELHI,LA,71232,32.46162,-91.49284,0,50,1000,1000,1
L,BRANCH HAUGHTON LIBRARY,,,,,CM61-BEAD-LA-2260,116 W MCKINLEY AVE,HAUGHTON,LA,71037,32.53361,-93.50552,0,50,1000,1000,1
F,TENSAS PARISH FIRE DISTRICT 1 STATION 9,,,,,CM61-BEAD-LA-2260,662 STATE HIGHWAY 571,WATERPROOF,LA,71375,31.8033,-91.436,0,50,1000,1000,1
S,KINDER ELEMENTARY SCHOOL,,,,,CM61-BEAD-LA-2260,412 N 12TH ST,KINDER,LA,70648,30.4876,-92.8447,0,50,1000,1000,1
F,BIENVILLE PARISH FIRE PROTECTION WARD 7 STATION 4 LUCKY,,,,,CM61-BEAD-LA-2260,STATE HIGHWAY 9,LUCKY,LA,71008,32.24439,-93.00497,0,50,1000,1000,1
F,OBERLIN POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2260,103 6TH AVE W,OBERLIN,LA,70655,30.6202,-92.76316,0,50,1000,1000,1
P,HOUSING AUTHORITY OF THE TOWN OF IOWA,,,,,CM61-BEAD-LA-2260,605 N Park Dr,Iowa,LA,70647,30.24765,-93.02015,0,50,1000,1000,1
S,ZWOLLE HIGH SCHOOL,,,,,CM61-BEAD-LA-2260,649 CHAMPIONSHIP DR,ZWOLLE,LA,71486,31.63444,-93.64542,0,50,1000,1000,1
F,WASHINGTON PARISH FIRE DISTRICT 3 / HAYS CREEK VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2247,45716 STATE HIGHWAY 38,FRANKLINTON,LA,70438,30.94921,-90.1284,0,50,1000,1000,1
F,ALPINE VOLUNTEER FIRE DEPARTMENT STATION 1,,,,,CM61-BEAD-LA-2260,8056 SHREVEPORT HIGHWAY,PINEVILLE,LA,71360,31.41707,-92.47958,0,50,1000,1000,1
F,NATCHITOCHES FIRE PROTECTION DISTRICT 10,,,,,CM61-BEAD-LA-2260,140 STATE HIGHWAY 485,POWHATAN,LA,71066,31.87197,-93.20239,0,50,1000,1000,1
F,KROTZ SPRINGS POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2300,224 MAIN ST,KROTZ SPRINGS,LA,70750,30.53692,-91.75222,0,50,1000,1000,1
F,BIENVILLE PARISH FIRE PROTECTION WARD 7 STATION 7 MOUNT OLIVE,,,,,CM61-BEAD-LA-2331,STATE HIGHWAY 155,MOUNT OLIVE,LA,71268,32.34382,-92.72761,0,50,1000,1000,1
F,FARMERVILLE VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2331,302 MARTIN LUTHER KING DR,FARMERVILLE,LA,71241,32.77134,-92.40388,0,50,1000,1000,1
L,WHITE CASTLE BRANCH LIBRARY,,,,,CM61-BEAD-LA-2250,32835 BOWIE ST,WHITE CASTLE,LA,70788,30.16342,-91.14848,0,50,1000,1000,1
F,SAINT GEORGE FIRE PROTECTION DISTRICT STATION 65,,,,,CM61-BEAD-LA-2260,1506 SEABOARD DR,BATON ROUGE,LA,70810,30.35585,-91.12549,0,50,1000,1000,1
F,BRANCH VOLUNTEER FIRE DEPARTMENT - SUBSTATION 1,,,,,CM61-BEAD-LA-2260,6498 CHURCH POINT HIGHWAY,BRANCH,LA,70516,30.33685,-92.26741,0,50,1000,1000,1
F,SABINE PARISH WARDS 3 AND 4 FIRE PROTECTION DISTRICT 1 - SHADOWS LANDING STATION,,,,,CM61-BEAD-LA-2260,RIDGECREST DR,MANY,LA,71449,31.42395,-93.6095,0,50,1000,1000,1
P,BOUTTE DES ALLEMANDS HAHNVILLE,,,,,CM61-BEAD-LA-2260,200 Boutte Estates Dr,Boutte,LA,70039,29.90258,-90.39315,0,50,1000,1000,1
F,JEFFERSON PARISH SHERIFF'S OFFICE,,,,,CM61-BEAD-LA-2247,1233 WBANK EXPRESSWAY,HARVEY,LA,70058,29.86993,-90.06533,0,50,1000,1000,1
H,Ochsner Health Center - Baptist McFarland Medical Plaza,,,19-0036,,CM61-BEAD-LA-3975,"4429 Clara Street, Suite 640",New Orleans,LA,70115,29.93836,-90.1041,0,40,1000,1000,1
F,SAINT TAMMANY PARISH FIRE DISTRICT 11 STATION 111,,,,,CM61-BEAD-LA-2247,37546 PINE ST EXTENSION,PEARL RIVER,LA,70452,30.36851,-89.77322,0,50,1000,1000,1
F,CLARKS VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2239,1611 STATE HIGHWAY 845,CLARKS,LA,71415,32.02703,-92.13892,0,50,1000,1000,1
S,FLORIDA AVENUE ELEMENTARY SCHOOL,,,,11786928,CM61-BEAD-LA-3894,342 FLORIDA AVE,SLIDELL,LA,70458,30.28319,-89.77777,0,71,1000,1000,1
F,DESOTO PARISH FIRE DISTRICT 8 STATION 3,,,,,CM61-BEAD-LA-2260,707 5TH ST,GRAND CANE,LA,71032,32.08347,-93.81217,0,50,1000,1000,1
F,PALO ALTO FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,2941 STATE HIGHWAY 1 S,DONALDSONVILLE,LA,70346,30.09754,-91.01625,0,50,1000,1000,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 12,,,,,CM61-BEAD-LA-2260,6610 WOOLWORTH RD,SHREVEPORT,LA,71129,32.41724,-93.9008,0,50,1000,1000,1
S,LAKE HARBOR MIDDLE SCHOOL,,,,11792447,CM61-BEAD-LA-2260,1700 VIOLA ST,MANDEVILLE,LA,70448,30.38237,-90.04178,0,50,1000,1000,1
F,LAFOURCHE PARISH FIRE DISTRICT 1 STATION 4,,,,,CM61-BEAD-LA-2260,2002 HIGHWAY 308,RACELAND,LA,70394,29.75242,-90.71561,0,50,1000,1000,1
F,UNION - CONVENT FIRE DEPARTMENT UNION STATION 2,,,,,CM61-BEAD-LA-2260,9918 STATE HIGHWAY 44,CONVENT,LA,70723,30.08145,-90.9022,0,50,1000,1000,1
L,EAST CARROLL PARISH LIBRARY,,,,11697844,CM61-BEAD-LA-2331,109 SPARROW ST,LAKE PROVIDENCE,LA,71254,32.80429,-91.17014,0,50,1000,1000,1
S,LAWRENCE D. CROCKER COLLEGE PREP,,,,,CM61-BEAD-LA-3975,2301 MARENGO ST,NEW ORLEANS,LA,70115,29.93405,-90.09879,0,40,1000,1000,1
F,CADDO PARISH SHERIFFS OFFICE - SOUTH SUBSTATION,1355473137,,,,CM61-BEAD-LA-2247,3268 STAGE COACH RD,KEITHVILLE,LA,71047,32.36676788330078,-93.82332611083984,0,50,1000,1000,1
F,DE SOTO PARISH SHERIFFS DEPARTMENT-SUBSTATION,,,,,CM61-BEAD-LA-2260,109 N 2ND ST,LOGANSPORT,LA,71049,31.97338,-94.00524,0,50,1000,1000,1
F,SAINT LANDRY PARISH FIRE DISTRICT 7 MORROW VOLUNTEER FIRE STATION,,,,,CM61-BEAD-LA-2260,1298 US HIGHWAY 71,MORROW,LA,71356,30.82648,-92.08329,0,50,1000,1000,1
S,PORT ALLEN HIGH SCHOOL,,,,12023560,CM61-BEAD-LA-2247,3553 ROSEDALE RD,PORT ALLEN,LA,70767,30.46085,-91.25793,0,50,1000,1000,1
H,WEST FELICIANA PARISH HEALTH UNIT,,,,,CM61-BEAD-LA-2260,5154 BURNETT RD,SAINT FRANCISVILLE,LA,70775,30.78293,-91.37435,0,50,1000,1000,1
S,GLENMORA HIGH SCHOOL,,,,,CM61-BEAD-LA-2260,1414 7TH ST,GLENMORA,LA,71433,30.97499,-92.57925,0,50,1000,1000,1
S,NORTH CADDO HIGH SCHOOL,,,,11892932,CM61-BEAD-LA-3895,201 AIRPORT DR,VIVIAN,LA,71082,32.86242,-93.98965,0,71,1000,1000,1
S,FENTON ELEMENTARY SCHOOL,,,,,CM61-BEAD-LA-2260,509 FIRST ST,FENTON,LA,70640,30.36621,-92.9213,0,50,1000,1000,1
F,PORT BARRE FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2300,514 SAIZAN ST,PORT BARRE,LA,70577,30.55559,-91.9576,0,50,1000,1000,1
F,TUNICA-BILOXI TRIBAL POLICE DEPARTMENT,,,,,CM61-BEAD-LA-2260,133 MELANCON RD,MARKSVILLE,LA,71351,31.11099,-92.06364,0,50,1000,1000,1
L,BRANCH POLLOCK LIBRARY,,,,,CM61-BEAD-LA-2260,PRICE RD,POLLOCK,LA,71467,31.4901,-92.3996,0,50,1000,1000,1
F,NAPOLEONVILLE VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,213 FRANKLIN AVE,NAPOLEONVILLE,LA,70390,29.93985,-91.02494,0,50,1000,1000,1
F,MARLOW VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,118 MARLOW RD,PITKIN,LA,70656,30.96249,-93.11294,0,50,1000,1000,1
F,POINTE COUPEE PARISH FIRE PROTECTION DISTRICT 3 - GLYNN STATION,,,,,CM61-BEAD-LA-2260,STATE HIGHWAY 414,JARREAU,LA,70749,30.63643,-91.3604,0,50,1000,1000,1
H,JENNINGS COMMUNITY BASED OUTPATIENT CLINIC,,,,,CM61-BEAD-LA-2260,1907 JOHNSON ST,JENNINGS,LA,70546,30.23821,-92.66145,0,50,1000,1000,1
L,BRANCH LOREAUVILLE LIBRARY,,,,,CM61-BEAD-LA-2260,445 E MAIN ST,NEW IBERIA,LA,70560,30.00311,-91.81351,0,50,1000,1000,1
S,ST. HELENA COLLEGE AND CAREER ACADEMY,,,,,CM61-BEAD-LA-2261,14340 HIGHWAY 37,GREENSBURG,LA,70441,30.8285,-90.67185,0,50,1000,1000,1
F,NEW LLANO FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,213 STANTON ST,NEW LLANO,LA,71461,31.1164,-93.27808,0,50,1000,1000,1
F,ORLEANS PARISH CIVIL SHERIFFS OFFICE,,,,,CM61-BEAD-LA-3975,"421 LOYOLA AVE, SUITE 403",NEW ORLEANS,LA,70112,29.95145,-90.07611,0,40,1000,1000,1
S,DELTA JR. HIGH SCHOOL,,,,,CM61-BEAD-LA-2331,7661 MER ROUGE/COLLINSTON RD,MER ROUGE,LA,71261,32.75491,-91.81363,0,50,1000,1000,1
F,RAPIDES PARISH FIRE DISTRICT 2 STATION 2,,,,,CM61-BEAD-LA-2260,6850 ENGLAND DR,ALEXANDRIA,LA,71303,31.32809,-92.52494,0,50,1000,1000,1
F,CADDO PARISH FIRE DISTRICT 6 - SUBSTATION 2,,,,,CM61-BEAD-LA-2260,10377 LINWOOD AVE,SHREVEPORT,LA,71106,32.37395,-93.763,0,50,1000,1000,1
H,Ochsner Medical Complex - Clearview,,,19-0036,,CM61-BEAD-LA-2247,4430 Veterans Memorial Blvd.,Metairie,LA,70006,30.00295,-90.18185,0,50,1000,1000,1
